Department,Department ID,Display Name,Functional Division,Functional Division ID,Group Division,Group Division ID,Job Code,Job Profile,Management Level,Manager,Position Description Long,Position Number,Username,Role division
Department0,DepartmentID0,Alex258,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber258,User0441,RoleDivision1
Department1,DepartmentID1,Alex882,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber882,User0442,RoleDivision2
Department0,DepartmentID0,Alex1108,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager8,PositionDescription16,PositionNumber1108,User0443,RoleDivision1
Department0,DepartmentID0,Alex491,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription16,PositionNumber491,User0444,RoleDivision1
Department1,DepartmentID1,Alex738,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription1,PositionNumber738,User0445,RoleDivision2
Department1,DepartmentID1,Alex999,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber999,User0446,RoleDivision2
Department1,DepartmentID1,Alex1145,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber1145,User0447,RoleDivision2
Department1,DepartmentID1,Alex968,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription1,PositionNumber968,User0448,RoleDivision2
Department1,DepartmentID1,Alex449,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber449,User0449,RoleDivision2
Department7,DepartmentID7,Alex416,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager14,PositionDescription23,PositionNumber416,User0450,RoleDivision0
Department1,DepartmentID1,Alex582,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber582,User0451,RoleDivision2
Department1,DepartmentID1,Alex116,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber116,User0452,RoleDivision2
Department3,DepartmentID3,Alex1028,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber1028,User0453,RoleDivision4
Department1,DepartmentID1,Alex722,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber722,User0454,RoleDivision2
Department4,DepartmentID4,Alex604,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager10,PositionDescription6,PositionNumber604,User0455,RoleDivision4
Department0,DepartmentID0,Alex1161,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager0,PositionDescription4,PositionNumber1161,User0456,RoleDivision0
Department1,DepartmentID1,Alex526,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber526,User0457,RoleDivision2
Department1,DepartmentID1,Alex736,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber736,User0458,RoleDivision2
Department1,DepartmentID1,Alex596,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber596,User0459,RoleDivision2
Department1,DepartmentID1,Alex66,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber66,User0460,RoleDivision2
Department1,DepartmentID1,Alex82,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber82,User0461,RoleDivision2
Department1,DepartmentID1,Alex639,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber639,User0462,RoleDivision2
Department0,DepartmentID0,Alex114,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription1,PositionNumber114,User0463,RoleDivision1
Department1,DepartmentID1,Alex203,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber203,User0464,RoleDivision2
Department6,DepartmentID6,Alex330,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID7,JobDescription7,SeniorLevel3,Manager11,PositionDescription7,PositionNumber330,User0465,RoleDivision0
Department1,DepartmentID1,Alex593,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber593,User0466,RoleDivision2
Department1,DepartmentID1,Alex607,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber607,User0467,RoleDivision2
Department3,DepartmentID3,Alex837,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber837,User0468,RoleDivision4
Department1,DepartmentID1,Alex144,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription1,PositionNumber144,User0469,RoleDivision2
Department0,DepartmentID0,Alex829,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber829,User0470,RoleDivision1
Department0,DepartmentID0,Alex703,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription16,PositionNumber703,User0472,RoleDivision1
Department0,DepartmentID0,Alex343,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber343,User0473,RoleDivision1
Department0,DepartmentID0,Alex987,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber987,User0474,RoleDivision1
Department3,DepartmentID3,Alex771,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber771,User0475,RoleDivision4
Department0,DepartmentID0,Alex1097,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription16,PositionNumber1097,User0476,RoleDivision1
Department1,DepartmentID1,Alex1185,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber1185,User0477,RoleDivision2
Department0,DepartmentID0,Alex73,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription1,PositionNumber73,User0478,RoleDivision1
Department0,DepartmentID0,Alex752,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager8,PositionDescription18,PositionNumber752,User0479,RoleDivision1
Department1,DepartmentID1,Alex1034,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber1034,User0480,RoleDivision2
Department7,DepartmentID7,Alex498,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager0,PositionDescription23,PositionNumber498,User0481,RoleDivision0
Department0,DepartmentID0,Alex248,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber248,User0482,RoleDivision1
Department0,DepartmentID0,Alex266,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription19,PositionNumber266,User0483,RoleDivision1
Department1,DepartmentID1,Alex910,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber910,User0484,RoleDivision2
Department0,DepartmentID0,Alex1062,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID0,JobDescription0,SeniorLevel0,Manager13,PositionDescription15,PositionNumber1062,User0485,RoleDivision0
Department5,DepartmentID5,Alex329,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID12,JobDescription12,SeniorLevel1,Manager6,PositionDescription21,PositionNumber329,User0486,RoleDivision3
Department1,DepartmentID1,Alex218,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber218,User0487,RoleDivision2
Department3,DepartmentID3,Alex75,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager2,PositionDescription3,PositionNumber75,User0488,RoleDivision4
Department0,DepartmentID0,Alex963,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager0,PositionDescription10,PositionNumber963,User0489,RoleDivision0
Department0,DepartmentID0,Alex548,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager12,PositionDescription10,PositionNumber548,User0490,RoleDivision0
Department0,DepartmentID0,Alex951,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager13,PositionDescription10,PositionNumber951,User0491,RoleDivision0
Department7,DepartmentID7,Alex1180,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager7,PositionDescription31,PositionNumber1180,User0492,RoleDivision1
Department1,DepartmentID1,Alex698,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber698,User0493,RoleDivision2
Department7,DepartmentID7,Alex1083,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager14,PositionDescription27,PositionNumber1083,User0494,RoleDivision1
Department4,DepartmentID4,Alex37,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager2,PositionDescription6,PositionNumber37,User0495,RoleDivision4
Department0,DepartmentID0,Alex317,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription19,PositionNumber317,User0496,RoleDivision1
Department1,DepartmentID1,Alex283,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber283,User0497,RoleDivision2
Department1,DepartmentID1,Alex730,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber730,User0498,RoleDivision2
Department0,DepartmentID0,Alex122,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription1,PositionNumber122,User0499,RoleDivision1
Department1,DepartmentID1,Alex444,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber444,User0500,RoleDivision2
Department0,DepartmentID0,Alex632,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager0,PositionDescription10,PositionNumber632,User0501,RoleDivision0
Department1,DepartmentID1,Alex396,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber396,User0502,RoleDivision2
Department7,DepartmentID7,Alex557,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager14,PositionDescription23,PositionNumber557,User0503,RoleDivision0
Department1,DepartmentID1,Alex860,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber860,User0504,RoleDivision2
Department0,DepartmentID0,Alex134,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription1,PositionNumber134,User0505,RoleDivision1
Department0,DepartmentID0,Alex88,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription1,PositionNumber88,User0506,RoleDivision1
Department1,DepartmentID1,Alex1250,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription5,PositionNumber1250,User0507,RoleDivision2
Department1,DepartmentID1,Alex269,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber269,User0508,RoleDivision2
Department1,DepartmentID1,Alex55,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription1,PositionNumber55,User0509,RoleDivision2
Department7,DepartmentID7,Alex1191,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager14,PositionDescription27,PositionNumber1191,User0510,RoleDivision1
Department0,DepartmentID0,Alex85,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription1,PositionNumber85,User0511,RoleDivision1
Department4,DepartmentID4,Alex1202,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager2,PositionDescription6,PositionNumber1202,User0512,RoleDivision4
Department7,DepartmentID7,Alex1094,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID11,JobDescription11,SeniorLevel0,Manager0,PositionDescription27,PositionNumber1094,User0513,RoleDivision1
Department1,DepartmentID1,Alex888,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber888,User0514,RoleDivision2
Department0,DepartmentID0,Alex956,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber956,User0515,RoleDivision1
Department1,DepartmentID1,Alex707,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber707,User0516,RoleDivision2
Department1,DepartmentID1,Alex379,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber379,User0517,RoleDivision2
Department2,DepartmentID2,Alex1068,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription32,PositionNumber1068,User0518,RoleDivision2
Department0,DepartmentID0,Alex303,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber303,User0519,RoleDivision1
Department1,DepartmentID1,Alex515,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber515,User0520,RoleDivision2
Department1,DepartmentID1,Alex826,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber826,User0521,RoleDivision2
Department0,DepartmentID0,Alex902,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager8,PositionDescription11,PositionNumber902,User0522,RoleDivision0
Department1,DepartmentID1,Alex384,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber384,User0523,RoleDivision2
Department1,DepartmentID1,Alex450,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber450,User0524,RoleDivision2
Department0,DepartmentID0,Alex289,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber289,User0525,RoleDivision1
Department1,DepartmentID1,Alex971,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber971,User0526,RoleDivision2
Department1,DepartmentID1,Alex38,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber38,User0527,RoleDivision2
Department0,DepartmentID0,Alex185,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription1,PositionNumber185,User0528,RoleDivision1
Department1,DepartmentID1,Alex875,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber875,User0529,RoleDivision2
Department0,DepartmentID0,Alex335,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber335,User0530,RoleDivision1
Department1,DepartmentID1,Alex180,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber180,User0531,RoleDivision2
Department0,DepartmentID0,Alex631,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber631,User0532,RoleDivision1
Department0,DepartmentID0,Alex1059,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager7,PositionDescription10,PositionNumber1059,User0533,RoleDivision0
Department0,DepartmentID0,Alex287,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription18,PositionNumber287,User0534,RoleDivision1
Department0,DepartmentID0,Alex848,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager7,PositionDescription4,PositionNumber848,User0535,RoleDivision0
Department0,DepartmentID0,Alex151,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription1,PositionNumber151,User0536,RoleDivision1
Department7,DepartmentID7,Alex527,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID13,JobDescription13,SeniorLevel0,Manager14,PositionDescription23,PositionNumber527,User0537,RoleDivision0
Department0,DepartmentID0,Alex290,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager7,PositionDescription18,PositionNumber290,User0538,RoleDivision1
Department1,DepartmentID1,Alex720,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber720,User0539,RoleDivision2
Department1,DepartmentID1,Alex246,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber246,User0540,RoleDivision2
Department1,DepartmentID1,Alex790,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager9,PositionDescription6,PositionNumber790,User0541,RoleDivision4
Department0,DepartmentID0,Alex1245,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber1245,User0542,RoleDivision1
Department0,DepartmentID0,Alex320,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription18,PositionNumber320,User0543,RoleDivision1
Department0,DepartmentID0,Alex591,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber591,User0544,RoleDivision1
Department3,DepartmentID3,Alex708,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription1,PositionNumber708,User0545,RoleDivision2
Department0,DepartmentID0,Alex1224,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager0,PositionDescription18,PositionNumber1224,User0546,RoleDivision1
Department0,DepartmentID0,Alex1007,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID5,JobDescription5,SeniorLevel1,Manager7,PositionDescription4,PositionNumber1007,User0547,RoleDivision0
Department0,DepartmentID0,Alex904,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID0,JobDescription0,SeniorLevel0,Manager8,PositionDescription0,PositionNumber904,User0548,RoleDivision0
Department3,DepartmentID3,Alex8,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID4,JobDescription4,SeniorLevel2,Manager4,PositionDescription3,PositionNumber8,User0549,RoleDivision4
Department1,DepartmentID1,Alex1077,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription34,PositionNumber1077,User0550,RoleDivision2
Department1,DepartmentID1,Alex655,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber655,User0551,RoleDivision2
Department1,DepartmentID1,Alex1049,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber1049,User0552,RoleDivision2
Department0,DepartmentID0,Alex337,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription18,PositionNumber337,User0553,RoleDivision1
Department1,DepartmentID1,Alex461,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber461,User0554,RoleDivision2
Department1,DepartmentID1,Alex587,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber587,User0555,RoleDivision2
Department1,DepartmentID1,Alex611,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager4,PositionDescription5,PositionNumber611,User0556,RoleDivision2
Department1,DepartmentID1,Alex1197,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription5,PositionNumber1197,User0557,RoleDivision2
Department1,DepartmentID1,Alex1231,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager9,PositionDescription1,PositionNumber1231,User0558,RoleDivision2
Department1,DepartmentID1,Alex648,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager3,PositionDescription5,PositionNumber648,User0559,RoleDivision2
Department4,DepartmentID4,Alex756,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID6,JobDescription6,SeniorLevel1,Manager2,PositionDescription6,PositionNumber756,User0560,RoleDivision4
Department0,DepartmentID0,Alex235,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription18,PositionNumber235,User0561,RoleDivision1
Department1,DepartmentID1,Alex186,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager10,PositionDescription5,PositionNumber186,User0562,RoleDivision2
Department1,DepartmentID1,Alex139,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID2,JobDescription2,SeniorLevel0,Manager2,PositionDescription1,PositionNumber139,User0563,RoleDivision2
Department0,DepartmentID0,Alex940,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager1,PositionDescription16,PositionNumber940,User0564,RoleDivision1
Department0,DepartmentID0,Alex168,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager13,PositionDescription1,PositionNumber168,User0565,RoleDivision1
Department0,DepartmentID0,Alex171,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription1,PositionNumber171,User0566,RoleDivision1
Department0,DepartmentID0,Alex327,FunctionalGroup0,FunctionalGroupID0,GroupDivision0,GroupDivisionID0,JobID9,JobDescription9,SeniorLevel0,Manager12,PositionDescription18,PositionNumber327,User0567,RoleDivision1
