Department,Department ID,Display Name,Function,Function ID,Group,Group ID,Job,Job Profile,Management Level,Manager,Position,Position ID,Username,Role
Department0,DepartmentID0,Alex841,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position16,PositionID841,User0635,Role1
Department1,DepartmentID1,Alex456,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID456,User0636,Role2
Department0,DepartmentID0,Alex1024,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position16,PositionID1024,User0637,Role1
Department1,DepartmentID1,Alex1009,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1009,User0638,Role2
Department4,DepartmentID4,Alex476,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID476,User0639,Role4
Department1,DepartmentID1,Alex674,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID674,User0640,Role2
Department1,DepartmentID1,Alex579,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID579,User0641,Role2
Department1,DepartmentID1,Alex36,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID36,User0642,Role2
Department0,DepartmentID0,Alex1050,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position29,PositionID1050,User0643,Role0
Department7,DepartmentID7,Alex1100,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager14,Position27,PositionID1100,User0644,Role1
Department1,DepartmentID1,Alex427,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID427,User0645,Role2
Department4,DepartmentID4,Alex370,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID370,User0646,Role4
Department1,DepartmentID1,Alex562,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID562,User0647,Role2
Department7,DepartmentID7,Alex1166,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager13,Position24,PositionID1166,User0648,Role0
Department1,DepartmentID1,Alex586,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID586,User0649,Role2
Department7,DepartmentID7,Alex1131,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager1,Position27,PositionID1131,User0650,Role1
Department1,DepartmentID1,Alex47,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID47,User0651,Role2
Department1,DepartmentID1,Alex789,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID789,User0652,Role2
Department7,DepartmentID7,Alex653,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager14,Position22,PositionID653,User0653,Role0
Department5,DepartmentID5,Alex12,Function0,FunctionID0,Group0,GroupID0,JobID7,JobDescription7,SeniorLevel3,Manager5,Position7,PositionID12,User0654,Role0
Department1,DepartmentID1,Alex1071,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID1071,User0655,Role2
Department1,DepartmentID1,Alex523,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager4,Position6,PositionID523,User0656,Role4
Department0,DepartmentID0,Alex0,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager0,Position0,PositionID0,User0657,Role0
Department0,DepartmentID0,Alex157,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position1,PositionID157,User0658,Role1
Department0,DepartmentID0,Alex308,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID308,User0659,Role1
Department0,DepartmentID0,Alex981,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID981,User0660,Role1
Department0,DepartmentID0,Alex133,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID133,User0661,Role1
Department5,DepartmentID5,Alex13,Function0,FunctionID0,Group0,GroupID0,JobID8,JobDescription8,SeniorLevel4,Manager6,Position8,PositionID13,User0662,Role3
Department1,DepartmentID1,Alex636,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID636,User0663,Role2
Department1,DepartmentID1,Alex276,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position1,PositionID276,User0664,Role2
Department1,DepartmentID1,Alex734,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID734,User0665,Role2
Department0,DepartmentID0,Alex226,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID226,User0666,Role1
Department1,DepartmentID1,Alex897,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID897,User0667,Role2
Department0,DepartmentID0,Alex1084,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager13,Position0,PositionID1084,User0668,Role0
Department7,DepartmentID7,Alex1130,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager14,Position27,PositionID1130,User0669,Role1
Department0,DepartmentID0,Alex230,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID230,User0670,Role1
Department1,DepartmentID1,Alex783,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID783,User0671,Role2
Department0,DepartmentID0,Alex172,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID172,User0672,Role1
Department0,DepartmentID0,Alex854,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position16,PositionID854,User0673,Role1
Department7,DepartmentID7,Alex1115,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager0,Position17,PositionID1115,User0674,Role1
Department0,DepartmentID0,Alex887,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager13,Position10,PositionID887,User0675,Role0
Department4,DepartmentID4,Alex858,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID858,User0676,Role4
Department1,DepartmentID1,Alex1174,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1174,User0677,Role2
Department1,DepartmentID1,Alex729,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID729,User0678,Role2
Department1,DepartmentID1,Alex597,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID597,User0679,Role2
Department0,DepartmentID0,Alex125,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position1,PositionID125,User0680,Role1
Department0,DepartmentID0,Alex349,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID349,User0681,Role1
Department1,DepartmentID1,Alex834,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID834,User0682,Role2
Department1,DepartmentID1,Alex1104,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1104,User0683,Role2
Department7,DepartmentID7,Alex1114,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager14,Position27,PositionID1114,User0684,Role1
Department7,DepartmentID7,Alex538,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager1,Position23,PositionID538,User0685,Role0
Department1,DepartmentID1,Alex468,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID468,User0686,Role2
Department3,DepartmentID3,Alex711,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager2,Position3,PositionID711,User0687,Role4
Department7,DepartmentID7,Alex748,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager7,Position23,PositionID748,User0688,Role0
Department0,DepartmentID0,Alex973,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager12,Position10,PositionID973,User0689,Role0
Department4,DepartmentID4,Alex862,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID862,User0690,Role4
Department0,DepartmentID0,Alex992,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID992,User0691,Role1
Department1,DepartmentID1,Alex977,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position1,PositionID977,User0692,Role2
Department3,DepartmentID3,Alex1006,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager4,Position3,PositionID1006,User0693,Role4
Department0,DepartmentID0,Alex1242,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position11,PositionID1242,User0694,Role0
Department1,DepartmentID1,Alex1085,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID1085,User0695,Role2
Department1,DepartmentID1,Alex645,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID645,User0696,Role2
Department1,DepartmentID1,Alex849,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID849,User0697,Role2
Department0,DepartmentID0,Alex1254,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position4,PositionID1254,User0698,Role0
Department4,DepartmentID4,Alex394,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager10,Position6,PositionID394,User0699,Role4
Department0,DepartmentID0,Alex947,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID947,User0700,Role1
Department0,DepartmentID0,Alex307,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID307,User0701,Role1
Department1,DepartmentID1,Alex423,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID423,User0702,Role2
Department0,DepartmentID0,Alex873,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position4,PositionID873,User0703,Role0
Department1,DepartmentID1,Alex412,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID412,User0704,Role4
Department0,DepartmentID0,Alex155,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID155,User0705,Role1
Department0,DepartmentID0,Alex1073,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position33,PositionID1073,User0706,Role1
Department1,DepartmentID1,Alex813,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID813,User0707,Role2
Department7,DepartmentID7,Alex1200,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager1,Position23,PositionID1200,User0708,Role0
Department1,DepartmentID1,Alex644,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID644,User0709,Role2
Department0,DepartmentID0,Alex232,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID232,User0710,Role1
Department1,DepartmentID1,Alex1134,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1134,User0711,Role2
Department0,DepartmentID0,Alex309,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position20,PositionID309,User0712,Role1
Department4,DepartmentID4,Alex31,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager9,Position6,PositionID31,User0713,Role4
Department1,DepartmentID1,Alex595,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID595,User0714,Role2
Department1,DepartmentID1,Alex1141,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID1141,User0715,Role2
Department0,DepartmentID0,Alex236,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID236,User0716,Role1
Department1,DepartmentID1,Alex237,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID237,User0717,Role2
Department1,DepartmentID1,Alex94,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager4,Position3,PositionID94,User0718,Role4
Department0,DepartmentID0,Alex120,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position1,PositionID120,User0719,Role1
Department0,DepartmentID0,Alex1090,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID1090,User0720,Role1
Department1,DepartmentID1,Alex528,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID528,User0722,Role2
Department0,DepartmentID0,Alex594,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID594,User0723,Role1
Department0,DepartmentID0,Alex1038,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID1038,User0724,Role1
Department0,DepartmentID0,Alex350,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID350,User0725,Role1
Department8,DepartmentID8,Alex539,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID539,User0726,Role4
Department1,DepartmentID1,Alex1069,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID1069,User0727,Role2
Department7,DepartmentID7,Alex1246,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager14,Position27,PositionID1246,User0728,Role1
Department4,DepartmentID4,Alex1203,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager2,Position6,PositionID1203,User0729,Role4
Department3,DepartmentID3,Alex1177,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1177,User0730,Role2
Department0,DepartmentID0,Alex705,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position16,PositionID705,User0731,Role1
Department0,DepartmentID0,Alex81,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position1,PositionID81,User0732,Role1
Department1,DepartmentID1,Alex1056,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID1056,User0733,Role2
Department1,DepartmentID1,Alex1156,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID1156,User0734,Role2
Department0,DepartmentID0,Alex188,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position16,PositionID188,User0735,Role1
Department1,DepartmentID1,Alex946,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID946,User0736,Role2
Department0,DepartmentID0,Alex360,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position16,PositionID360,User0737,Role1
Department0,DepartmentID0,Alex210,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID210,User0738,Role1
Department0,DepartmentID0,Alex885,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID885,User0739,Role1
Department0,DepartmentID0,Alex231,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID231,User0740,Role1
Department0,DepartmentID0,Alex805,Function0,FunctionID0,Group0,GroupID0,JobID7,JobDescription7,SeniorLevel3,Manager11,Position7,PositionID805,User0741,Role0
Department0,DepartmentID0,Alex916,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager1,Position10,PositionID916,User0742,Role0
Department0,DepartmentID0,Alex1249,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager8,Position10,PositionID1249,User0743,Role0
Department1,DepartmentID1,Alex1089,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID1089,User0744,Role2
Department0,DepartmentID0,Alex113,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position1,PositionID113,User0745,Role1
Department1,DepartmentID1,Alex693,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID693,User0746,Role2
Department0,DepartmentID0,Alex50,Function0,FunctionID0,Group0,GroupID0,JobID1,JobDescription1,SeniorLevel0,Manager1,Position1,PositionID50,User0747,Role1
Department3,DepartmentID3,Alex517,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager2,Position3,PositionID517,User0748,Role4
Department1,DepartmentID1,Alex41,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID41,User0749,Role2
Department1,DepartmentID1,Alex229,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID229,User0750,Role2
Department1,DepartmentID1,Alex935,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID935,User0751,Role2
Department1,DepartmentID1,Alex286,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID286,User0752,Role2
Department1,DepartmentID1,Alex989,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager2,Position3,PositionID989,User0753,Role4
Department1,DepartmentID1,Alex486,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID486,User0754,Role2
Department1,DepartmentID1,Alex746,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID746,User0756,Role2
Department1,DepartmentID1,Alex401,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID401,User0757,Role2
Department0,DepartmentID0,Alex903,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID903,User0758,Role1
Department1,DepartmentID1,Alex1113,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position1,PositionID1113,User0759,Role2
Department1,DepartmentID1,Alex619,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID619,User0760,Role2
Department1,DepartmentID1,Alex1002,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID1002,User0761,Role2
Department1,DepartmentID1,Alex1175,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID1175,User0762,Role2
Department0,DepartmentID0,Alex482,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position10,PositionID482,User0763,Role0
Department1,DepartmentID1,Alex650,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID650,User0764,Role2
Department1,DepartmentID1,Alex485,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID485,User0765,Role2
Department1,DepartmentID1,Alex890,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position1,PositionID890,User0766,Role2
Department1,DepartmentID1,Alex390,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager4,Position5,PositionID390,User0767,Role2
Department3,DepartmentID3,Alex627,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager10,Position3,PositionID627,User0768,Role4
Department5,DepartmentID5,Alex57,Function0,FunctionID0,Group0,GroupID0,JobID10,JobDescription10,SeniorLevel5,Manager6,Position14,PositionID57,User0769,Role3
Department1,DepartmentID1,Alex1240,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager10,Position6,PositionID1240,User0770,Role4
Department7,DepartmentID7,Alex1124,Function0,FunctionID0,Group0,GroupID0,JobID11,JobDescription11,SeniorLevel0,Manager8,Position27,PositionID1124,User0771,Role1
Department1,DepartmentID1,Alex102,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position1,PositionID102,User0772,Role2
Department1,DepartmentID1,Alex555,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID555,User0773,Role2
Department0,DepartmentID0,Alex79,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position1,PositionID79,User0774,Role1
Department3,DepartmentID3,Alex575,Function0,FunctionID0,Group0,GroupID0,JobID4,JobDescription4,SeniorLevel2,Manager10,Position3,PositionID575,User0775,Role4
Department1,DepartmentID1,Alex795,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID795,User0776,Role2
Department1,DepartmentID1,Alex606,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID606,User0777,Role2
Department0,DepartmentID0,Alex727,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID727,User0778,Role1
Department1,DepartmentID1,Alex103,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID103,User0779,Role2
Department1,DepartmentID1,Alex65,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position1,PositionID65,User0780,Role2
Department1,DepartmentID1,Alex1207,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID1207,User0781,Role2
Department0,DepartmentID0,Alex1096,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager0,Position10,PositionID1096,User0782,Role0
Department0,DepartmentID0,Alex670,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager12,Position18,PositionID670,User0783,Role1
Department0,DepartmentID0,Alex267,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID267,User0784,Role1
Department0,DepartmentID0,Alex140,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position1,PositionID140,User0785,Role1
Department1,DepartmentID1,Alex681,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID681,User0786,Role2
Department1,DepartmentID1,Alex832,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position1,PositionID832,User0787,Role2
Department0,DepartmentID0,Alex279,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager13,Position18,PositionID279,User0788,Role1
Department1,DepartmentID1,Alex504,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID504,User0789,Role2
Department1,DepartmentID1,Alex624,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID624,User0790,Role2
Department0,DepartmentID0,Alex502,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID502,User0791,Role1
Department7,DepartmentID7,Alex1179,Function0,FunctionID0,Group0,GroupID0,JobID13,JobDescription13,SeniorLevel0,Manager1,Position23,PositionID1179,User0792,Role0
Department1,DepartmentID1,Alex745,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager3,Position5,PositionID745,User0793,Role2
Department0,DepartmentID0,Alex628,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager0,Position18,PositionID628,User0794,Role1
Department1,DepartmentID1,Alex776,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager2,Position5,PositionID776,User0795,Role2
Department0,DepartmentID0,Alex1183,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager1,Position18,PositionID1183,User0796,Role1
Department0,DepartmentID0,Alex809,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager7,Position18,PositionID809,User0797,Role1
Department5,DepartmentID5,Alex1051,Function0,FunctionID0,Group0,GroupID0,JobID7,JobDescription7,SeniorLevel3,Manager5,Position7,PositionID1051,User0798,Role0
Department0,DepartmentID0,Alex316,Function0,FunctionID0,Group0,GroupID0,JobID9,JobDescription9,SeniorLevel0,Manager8,Position18,PositionID316,User0799,Role1
Department1,DepartmentID1,Alex942,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager10,Position5,PositionID942,User0800,Role2
Department1,DepartmentID1,Alex985,Function0,FunctionID0,Group0,GroupID0,JobID2,JobDescription2,SeniorLevel0,Manager9,Position5,PositionID985,User0801,Role2
Department0,DepartmentID0,Alex356,Function0,FunctionID0,Group0,GroupID0,JobID5,JobDescription5,SeniorLevel1,Manager8,Position10,PositionID356,User0802,Role0
Department0,DepartmentID0,Alex1082,Function0,FunctionID0,Group0,GroupID0,JobID0,JobDescription0,SeniorLevel0,Manager13,Position0,PositionID1082,User0803,Role0
Department4,DepartmentID4,Alex664,Function0,FunctionID0,Group0,GroupID0,JobID6,JobDescription6,SeniorLevel1,Manager3,Position6,PositionID664,User0804,Role4
