,__Dim0,__Dim1,__Dim2,Identity,_DateTime,Sum of permissions
1080,-6.958926399862728,-3.248580793393625,-4.661195992218263,User0270,1659524400,103
1081,-6.958926399862728,-3.2485807933936215,-4.6611959922182615,User0270,1659610800,103
1082,-6.958926399862725,-3.2485807933936197,-4.661195992218262,User0270,1659697200,103
1083,-6.958926399862729,-3.2485807933936215,-4.661195992218264,User0270,1659783600,103
1084,13.94564134361208,-3.2532911114567797,-6.513161014684797,User0271,1659524400,70
1085,13.945641343612072,-3.2532911114567797,-6.513161014684797,User0271,1659610800,70
1086,13.945641343612072,-3.2532911114567815,-6.5131610146847985,User0271,1659697200,70
1087,13.945641343612076,-3.253291111456782,-6.513161014684797,User0271,1659783600,70
1088,-1.6636724006472794,-6.554312525939395,-6.122527242268525,User0272,1659524400,105
1089,-1.6636724006472783,-6.554312525939396,-6.122527242268527,User0272,1659610800,105
1090,-1.6636724006472758,-6.5543125259393955,-6.122527242268525,User0272,1659697200,105
1091,-1.6636724006472794,-6.554312525939393,-6.122527242268525,User0272,1659783600,105
1092,-4.652002006408336,-12.926523527021606,9.215145834641397,User0273,1659524400,60
1093,-4.652002006408336,-12.926523527021608,9.215145834641396,User0273,1659610800,60
1094,-4.652002006408333,-12.926523527021606,9.215145834641397,User0273,1659697200,60
1095,-4.652002006408336,-12.926523527021608,9.2151458346414,User0273,1659783600,60
1096,-11.361954044517617,-6.8311695244192165,-3.845778302439839,User0274,1659524400,82
1097,-11.36195404451762,-6.831169524419223,-3.845778302439839,User0274,1659610800,82
1098,-11.361954044517619,-6.831169524419223,-3.8457783024398386,User0274,1659697200,82
1099,-11.361954044517615,-6.831169524419223,-3.845778302439841,User0274,1659783600,82
1100,-11.634728313657815,-6.715965708406135,-3.9356861259253244,User0275,1659524400,82
1101,-11.63472831365782,-6.715965708406136,-3.935686125925327,User0275,1659610800,82
1102,-11.634728313657819,-6.715965708406135,-3.935686125925326,User0275,1659697200,82
1103,-11.634728313657819,-6.715965708406135,-3.9356861259253253,User0275,1659783600,82
1104,-3.1491999593862245,-12.349810732751806,9.26191497175195,User0276,1659524400,61
1105,-3.149199959386229,-12.349810732751811,9.261914971751953,User0276,1659610800,61
1106,-3.1491999593862303,-12.349810732751815,9.261914971751954,User0276,1659697200,61
1107,-3.1491999593862308,-12.349810732751815,9.261914971751953,User0276,1659783600,61
1108,-8.276798664681642,-5.296288472425188,-4.069700738990391,User0277,1659524400,88
1109,-8.276798664681644,-5.296288472425187,-4.069700738990392,User0277,1659610800,88
1110,-8.276798664681637,-5.2962884724251795,-4.0697007389903925,User0277,1659697200,88
1111,-8.27679866468164,-5.296288472425184,-4.06970073899039,User0277,1659783600,88
1112,-4.6941759015585465,-5.465758399849074,-6.884000808576621,User0278,1659524400,101
1113,-4.694175901558548,-5.465758399849072,-6.884000808576618,User0278,1659610800,101
1114,-4.6941759015585465,-5.465758399849073,-6.884000808576623,User0278,1659697200,101
1115,-4.694175901558546,-5.465758399849074,-6.884000808576621,User0278,1659783600,101
1116,-12.07340952006472,-5.757760800787052,-3.8110963520730756,User0279,1659524400,84
1117,-12.073409520064724,-5.757760800787053,-3.811096352073073,User0279,1659610800,84
1118,-12.073409520064724,-5.757760800787051,-3.8110963520730756,User0279,1659697200,84
1119,-12.073409520064722,-5.757760800787052,-3.811096352073074,User0279,1659783600,84
1120,-3.592134518530628,-5.064629995588323,-7.396696310654635,User0280,1659524400,102
1121,-3.592134518530632,-5.064629995588326,-7.396696310654637,User0280,1659610800,102
1122,-3.592134518530628,-5.064629995588321,-7.396696310654633,User0280,1659697200,102
1123,-3.5921345185306293,-5.064629995588324,-7.396696310654637,User0280,1659783600,102
1124,-10.191530864650007,-6.385785839581043,-4.391812502279159,User0281,1659524400,91
1125,-10.191530864650012,-6.385785839581043,-4.391812502279157,User0281,1659610800,91
1126,-10.191530864650012,-6.385785839581045,-4.391812502279158,User0281,1659697200,91
1127,-10.191530864650007,-6.385785839581043,-4.391812502279158,User0281,1659783600,91
1128,-8.278016103093144,-5.461566556538548,-4.120280848597106,User0282,1659524400,86
1129,-8.278016103093147,-5.461566556538553,-4.120280848597103,User0282,1659610800,86
1130,-8.278016103093139,-5.461566556538546,-4.120280848597105,User0282,1659697200,86
1131,-8.278016103093144,-5.461566556538552,-4.120280848597105,User0282,1659783600,86
1132,0.6205141749194341,-1.7990227765137772,-7.550263055201708,User0283,1659524400,129
1133,0.6205141749194342,-1.7990227765137756,-7.550263055201705,User0283,1659610800,129
1134,0.6205141749194345,-1.7990227765137765,-7.550263055201705,User0283,1659697200,129
1135,0.6205141749194334,-1.7990227765137767,-7.5502630552017065,User0283,1659783600,129
1136,-8.645687700338076,-6.946078105511728,-3.70105799051618,User0284,1659524400,82
1137,-8.645687700338073,-6.946078105511728,-3.7010579905161807,User0284,1659610800,82
1138,-8.645687700338074,-6.946078105511726,-3.7010579905161816,User0284,1659697200,82
1139,-8.645687700338076,-6.946078105511725,-3.7010579905161767,User0284,1659783600,82
1140,-9.168704792799918,-3.3308889996647686,-4.993371299028115,User0285,1659524400,100
1141,-9.168704792799916,-3.330888999664767,-4.993371299028116,User0285,1659610800,100
1142,-9.168704792799913,-3.330888999664767,-4.993371299028115,User0285,1659697200,100
1143,-9.168704792799911,-3.3308889996647633,-4.993371299028115,User0285,1659783600,100
1144,-1.0408619060860784,-4.424942943912636,-6.148780731568975,User0286,1659524400,105
1145,-1.0408619060860813,-4.424942943912641,-6.148780731568978,User0286,1659610800,105
1146,-1.0408619060860809,-4.424942943912641,-6.148780731568974,User0286,1659697200,105
1147,-1.04086190608608,-4.42494294391264,-6.148780731568975,User0286,1659783600,105
1148,-0.14129307547372497,-2.0127746437354936,-7.610326169985544,User0287,1659524400,125
1149,-0.14129307547372388,-2.0127746437354936,-7.610326169985544,User0287,1659610800,125
1150,-0.14129307547372333,-2.0127746437354936,-7.610326169985544,User0287,1659697200,125
1151,-0.14129307547372544,-2.0127746437354905,-7.610326169985543,User0287,1659783600,125
1152,-9.39216932856139,-10.6663853136039,0.015307019770423277,User0288,1659524400,74
1153,-9.392169328561389,-10.666385313603904,0.01530701977042277,User0288,1659610800,74
1154,-9.39216932856139,-10.6663853136039,0.015307019770422951,User0288,1659697200,74
1155,-9.392169328561389,-10.6663853136039,0.015307019770421489,User0288,1659783600,74
1156,0.7739745295821489,-1.9693840705222099,-7.53165352469863,User0289,1659524400,129
1157,0.7739745295821504,-1.9693840705222083,-7.53165352469863,User0289,1659610800,129
1158,0.7739745295821516,-1.9693840705222057,-7.53165352469863,User0289,1659697200,129
1159,0.7739745295821513,-1.969384070522206,-7.53165352469863,User0289,1659783600,129
1160,27.310207459744415,-3.1662606585152178,-7.435811924902845,User0290,1659524400,119
1161,27.310207459744404,-3.1662606585152204,-7.435811924902846,User0290,1659610800,119
1162,27.31020745974442,-3.1662606585152187,-7.435811924902846,User0290,1659697200,119
1163,27.310207459744415,-3.166260658515218,-7.435811924902845,User0290,1659783600,119
1164,-6.067000388643576,-5.887905942601803,-4.488366723152762,User0291,1659524400,98
1165,-6.067000388643581,-5.8879059426018046,-4.488366723152761,User0291,1659610800,98
1166,-6.0670003886435735,-5.887905942601799,-4.4883667231527635,User0291,1659697200,98
1167,-6.067000388643577,-5.887905942601804,-4.488366723152763,User0291,1659783600,98
1168,-5.159680209286307,-5.380231141638188,-7.219707602753996,User0292,1659524400,97
1169,-5.159680209286305,-5.380231141638186,-7.219707602753999,User0292,1659610800,97
1170,-5.159680209286304,-5.380231141638184,-7.2197076027539975,User0292,1659697200,97
1171,-5.159680209286306,-5.380231141638185,-7.219707602753996,User0292,1659783600,97
1172,-2.1181362209514543,-11.62478276029871,7.537966451322589,User0293,1659524400,65
1173,-2.118136220951457,-11.624782760298713,7.537966451322585,User0293,1659610800,65
1174,-2.1181362209514556,-11.62478276029871,7.537966451322588,User0293,1659697200,65
1175,-2.1181362209514556,-11.62478276029871,7.537966451322589,User0293,1659783600,65
1176,-1.244020122650708,-12.55164772293157,7.441928966983108,User0294,1659524400,67
1177,-1.244020122650708,-12.55164772293157,7.441928966983112,User0294,1659610800,67
1178,-1.2440201226507077,-12.55164772293157,7.441928966983106,User0294,1659697200,67
1179,-1.2440201226507057,-12.551647722931564,7.441928966983109,User0294,1659783600,67
1180,-11.770760669557397,-5.553721082364626,-4.035469842147659,User0295,1659524400,85
1181,-11.770760669557392,-5.553721082364623,-4.035469842147657,User0295,1659610800,85
1182,-11.770760669557392,-5.553721082364625,-4.035469842147659,User0295,1659697200,85
1183,-11.770760669557392,-5.5537210823646195,-4.035469842147657,User0295,1659783600,85
1184,0.16617787801195663,-2.40406230619318,-7.663086390060824,User0296,1659524400,128
1185,0.16617787801195638,-2.40406230619318,-7.663086390060824,User0296,1659610800,128
1186,0.16617787801195538,-2.4040623061931816,-7.663086390060823,User0296,1659697200,128
1187,0.16617787801195733,-2.40406230619318,-7.663086390060821,User0296,1659783600,128
1188,-8.477689056625175,-3.5143308844582895,-4.967672173419541,User0297,1659524400,101
1189,-8.477689056625179,-3.5143308844582917,-4.96767217341954,User0297,1659610800,101
1190,-8.477689056625175,-3.5143308844582895,-4.967672173419543,User0297,1659697200,101
1191,-8.477689056625177,-3.5143308844582917,-4.967672173419541,User0297,1659783600,101
1192,-4.8241586822308,-12.500782059900361,9.388356300711148,User0298,1659524400,59
1193,-4.824158682230799,-12.500782059900365,9.388356300711148,User0298,1659610800,59
1194,-4.824158682230803,-12.500782059900367,9.388356300711152,User0298,1659697200,59
1195,-4.824158682230797,-12.50078205990036,9.38835630071115,User0298,1659783600,59
1196,27.53739482748599,-3.704671470684917,-7.141129388136269,User0299,1659524400,114
1197,27.537394827485997,-3.704671470684918,-7.141129388136267,User0299,1659610800,114
1198,27.537394827485993,-3.704671470684917,-7.141129388136267,User0299,1659697200,114
1199,27.537394827485986,-3.7046714706849158,-7.141129388136264,User0299,1659783600,114
1200,-7.287529118366808,-3.8207260454124867,-4.817302194640261,User0300,1659524400,98
1201,-7.287529118366808,-3.8207260454124867,-4.817302194640258,User0300,1659610800,98
1202,-7.287529118366809,-3.8207260454124845,-4.817302194640261,User0300,1659697200,98
1203,-7.28752911836681,-3.8207260454124854,-4.817302194640261,User0300,1659783600,98
1204,-10.38986314864771,-7.8979736348200715,-3.6354488077391465,User0301,1659524400,79
1205,-10.3898631486477,-7.8979736348200635,-3.6354488077391487,User0301,1659610800,79
1206,-10.389863148647706,-7.897973634820067,-3.635448807739148,User0301,1659697200,79
1207,-10.389863148647706,-7.8979736348200635,-3.635448807739147,User0301,1659783600,79
1208,33.908970081601474,-6.678322405305442,1.300059450143967,User0302,1659524400,57
1209,33.908970081601474,-6.678322405305443,1.3000594501439733,User0302,1659610800,57
1210,33.908970081601474,-6.678322405305442,1.3000594501439695,User0302,1659697200,57
1211,33.908970081601474,-6.6783224053054395,1.3000594501439657,User0302,1659783600,57
1212,29.941111770769115,-4.004963305479925,-6.194253531676392,User0303,1659524400,133
1213,29.94111177076912,-4.004963305479927,-6.19425353167639,User0303,1659610800,133
1214,29.941111770769112,-4.004963305479925,-6.1942535316763925,User0303,1659697200,133
1215,29.941111770769112,-4.004963305479928,-6.194253531676387,User0303,1659783600,133
1216,-7.84438673932557,-3.3461495782998263,-4.946586178700792,User0304,1659524400,104
1217,-7.844386739325571,-3.3461495782998267,-4.946586178700793,User0304,1659610800,104
1218,-7.844386739325569,-3.3461495782998214,-4.9465861787007945,User0304,1659697200,104
1219,-7.8443867393255715,-3.346149578299826,-4.946586178700793,User0304,1659783600,104
1220,-8.278500442022318,-4.448170498337549,-4.396382683952528,User0305,1659524400,98
1221,-8.278500442022318,-4.448170498337553,-4.396382683952529,User0305,1659610800,98
1222,-8.278500442022318,-4.448170498337548,-4.396382683952528,User0305,1659697200,98
1223,-8.27850044202232,-4.448170498337548,-4.39638268395253,User0305,1659783600,98
1224,29.05523855566211,-4.013195991986759,-6.066878293127433,User0306,1659524400,146
1225,29.0552385556621,-4.01319599198676,-6.0668782931274325,User0306,1659610800,146
1226,29.055238555662104,-4.013195991986759,-6.066878293127431,User0306,1659697200,146
1227,29.055238555662108,-4.013195991986763,-6.066878293127433,User0306,1659783600,146
1228,-7.650756280969948,-3.2018213900695005,-4.952127399270359,User0307,1659524400,104
1229,-7.650756280969947,-3.2018213900694996,-4.95212739927036,User0307,1659610800,104
1230,-7.650756280969949,-3.2018213900694987,-4.95212739927036,User0307,1659697200,104
1231,-7.6507562809699525,-3.2018213900695014,-4.952127399270359,User0307,1659783600,104
1232,-6.605289054666124,-3.4041119365408807,-4.716186016967728,User0308,1659524400,106
1233,-6.605289054666125,-3.4041119365408816,-4.716186016967728,User0308,1659610800,106
1234,-6.605289054666124,-3.4041119365408807,-4.716186016967728,User0308,1659697200,106
1235,-6.605289054666127,-3.4041119365408825,-4.716186016967727,User0308,1659783600,106
1236,-4.505626620393894,-7.17845390881752,-5.810469006675169,User0309,1659524400,100
1237,-4.505626620393891,-7.178453908817521,-5.81046900667517,User0309,1659610800,100
1238,-4.505626620393892,-7.17845390881752,-5.810469006675167,User0309,1659697200,100
1239,-4.50562662039389,-7.1784539088175165,-5.810469006675169,User0309,1659783600,100
1240,-11.644573083332832,-7.93057889857045,-3.506543990207262,User0310,1659524400,84
1241,-11.644573083332833,-7.93057889857045,-3.506543990207261,User0310,1659610800,84
1242,-11.644573083332832,-7.93057889857045,-3.506543990207261,User0310,1659697200,84
1243,-11.644573083332833,-7.930578898570449,-3.506543990207262,User0310,1659783600,84
1244,-2.3392576479326017,-2.3285030773789224,-7.1461856061111115,User0311,1659524400,117
1245,-2.339257647932601,-2.3285030773789224,-7.1461856061111115,User0311,1659610800,117
1246,-2.339257647932603,-2.328503077378921,-7.1461856061111115,User0311,1659697200,117
1247,-2.339257647932601,-2.3285030773789224,-7.1461856061111115,User0311,1659783600,117
1248,-6.678689705700563,-3.5841140490754837,-3.677742939429844,User0312,1659524400,93
1249,-6.678689705700563,-3.584114049075483,-3.677742939429845,User0312,1659610800,93
1250,-6.678689705700565,-3.584114049075485,-3.677742939429845,User0312,1659697200,93
1251,-6.678689705700562,-3.584114049075482,-3.677742939429845,User0312,1659783600,93
1252,-4.48857786146436,-6.260513094733963,-2.799960601080003,User0313,1659524400,99
1253,-4.488577861464356,-6.260513094733959,-2.799960601080003,User0313,1659610800,99
1254,-4.48857786146436,-6.2605130947339624,-2.7999606010800036,User0313,1659697200,99
1255,-4.488577861464357,-6.260513094733957,-2.799960601080004,User0313,1659783600,99
1256,-3.371792526076128,-3.8540202644805603,-6.878489816173816,User0314,1659524400,108
1257,-3.3717925260761272,-3.8540202644805586,-6.878489816173816,User0314,1659610800,108
1258,-3.3717925260761277,-3.854020264480561,-6.878489816173813,User0314,1659697200,108
1259,-3.371792526076126,-3.8540202644805603,-6.878489816173814,User0314,1659783600,108
1260,-4.973764094531439,-12.011761517144327,9.165462543083184,User0315,1659524400,59
1261,-4.973764094531445,-12.01176151714433,9.165462543083176,User0315,1659610800,59
1262,-4.973764094531441,-12.011761517144327,9.165462543083182,User0315,1659697200,59
1263,-4.973764094531434,-12.011761517144329,9.165462543083184,User0315,1659783600,59
1264,-10.836564397683414,-7.457962778324689,-3.344246111857934,User0316,1659524400,84
1265,-10.836564397683414,-7.457962778324689,-3.3442461118579336,User0316,1659610800,84
1266,-10.836564397683416,-7.457962778324689,-3.3442461118579327,User0316,1659697200,84
1267,-10.836564397683416,-7.457962778324689,-3.3442461118579323,User0316,1659783600,84
1268,-9.599962872427978,-7.904724218520358,-3.6591273065635,User0317,1659524400,85
1269,-9.599962872427987,-7.904724218520362,-3.659127306563501,User0317,1659610800,85
1270,-9.599962872427984,-7.904724218520358,-3.6591273065635,User0317,1659697200,85
1271,-9.599962872427987,-7.90472421852036,-3.659127306563501,User0317,1659783600,85
1272,-1.7589606271731213,-2.528826328274709,-7.407888469501574,User0318,1659524400,121
1273,-1.7589606271731208,-2.5288263282747083,-7.407888469501574,User0318,1659610800,121
1274,-1.7589606271731206,-2.5288263282747097,-7.407888469501576,User0318,1659697200,121
1275,-1.7589606271731233,-2.528826328274707,-7.407888469501574,User0318,1659783600,121
1276,-5.485749274554262,-3.698019521772358,-4.413982123981238,User0319,1659524400,98
1277,-5.485749274554257,-3.6980195217723595,-4.413982123981237,User0319,1659610800,98
1278,-5.485749274554258,-3.698019521772361,-4.413982123981236,User0319,1659697200,98
1279,-5.485749274554263,-3.6980195217723617,-4.413982123981237,User0319,1659783600,98
1280,27.458841745730382,-3.7172633532584145,-7.553447336547185,User0320,1659524400,106
1281,27.45884174573039,-3.7172633532584105,-7.553447336547187,User0320,1659610800,106
1282,27.458841745730393,-3.717263353258417,-7.553447336547187,User0320,1659697200,106
1283,27.45884174573039,-3.717263353258417,-7.553447336547183,User0320,1659783600,106
1284,-5.469271450618238,-12.886941224176548,9.284816270628948,User0321,1659524400,59
1285,-5.469271450618239,-12.886941224176548,9.284816270628946,User0321,1659610800,59
1286,-5.4692714506182405,-12.88694122417655,9.28481627062895,User0321,1659697200,59
1287,-5.469271450618238,-12.886941224176544,9.28481627062894,User0321,1659783600,59
1288,-6.944908765626121,-3.506603415477461,-4.766455913409061,User0322,1659524400,105
1289,-6.944908765626126,-3.506603415477465,-4.766455913409062,User0322,1659610800,105
1290,-6.944908765626125,-3.5066034154774632,-4.766455913409062,User0322,1659697200,105
1291,-6.94490876562612,-3.5066034154774575,-4.766455913409062,User0322,1659783600,105
1292,-5.629752660820258,-12.961489403407773,9.27518020138868,User0323,1659524400,59
1293,-5.629752660820258,-12.961489403407773,9.27518020138868,User0323,1659610800,59
1294,-5.629752660820258,-12.961489403407775,9.275180201388679,User0323,1659697200,59
1295,-5.629752660820259,-12.961489403407775,9.275180201388677,User0323,1659783600,59
1296,-0.8030072004971713,-5.2339979431764965,-6.396677203228203,User0324,1659524400,107
1297,-0.8030072004971662,-5.233997943176494,-6.396677203228203,User0324,1659610800,107
1298,-0.8030072004971652,-5.2339979431764965,-6.3966772032282,User0324,1659697200,107
1299,-0.8030072004971645,-5.233997943176491,-6.396677203228203,User0324,1659783600,107
1300,30.706837997844243,-4.125061228464039,-3.8687999964758433,User0325,1659524400,143
1301,30.70683799784425,-4.125061228464038,-3.8687999964758455,User0325,1659610800,143
1302,30.706837997844243,-4.12506122846404,-3.868799996475844,User0325,1659697200,143
1303,30.706837997844247,-4.125061228464038,-3.868799996475844,User0325,1659783600,143
1304,6.2855007044184745,-7.155450002366805,-1.9471661746999946,User0326,1659524400,122
1305,6.2855007044184745,-7.155450002366806,-1.9471661746999946,User0326,1659610800,122
1306,6.2855007044184745,-7.155450002366805,-1.947166174699993,User0326,1659697200,122
1307,6.285500704418474,-7.155450002366805,-1.9471661746999935,User0326,1659783600,122
1308,-11.642852573148472,-7.19660812604866,-3.8557152319594516,User0327,1659524400,83
1309,-11.642852573148472,-7.196608126048659,-3.855715231959453,User0327,1659610800,83
1310,-11.642852573148478,-7.196608126048655,-3.8557152319594516,User0327,1659697200,83
1311,-11.642852573148472,-7.196608126048653,-3.8557152319594516,User0327,1659783600,83
1312,7.1456596881399115,-7.012538749057656,-1.7863067479750576,User0328,1659524400,116
1313,7.145659688139907,-7.012538749057655,-1.7863067479750572,User0328,1659610800,116
1314,7.145659688139915,-7.01253874905766,-1.7863067479750576,User0328,1659697200,116
1315,7.145659688139912,-7.012538749057655,-1.7863067479750567,User0328,1659783600,116
1316,-8.672781702832069,-4.260214538305356,-4.633654376945209,User0329,1659524400,99
1317,-8.672781702832069,-4.260214538305356,-4.63365437694521,User0329,1659610800,99
1318,-8.67278170283207,-4.260214538305359,-4.633654376945207,User0329,1659697200,99
1319,-8.672781702832069,-4.260214538305361,-4.633654376945209,User0329,1659783600,99
1320,-4.638713486588976,-12.531901663281348,8.248801312316253,User0330,1659524400,60
1321,-4.6387134865889745,-12.531901663281348,8.248801312316257,User0330,1659610800,60
1322,-4.638713486588974,-12.531901663281348,8.248801312316255,User0330,1659697200,60
1323,-4.63871348658897,-12.531901663281342,8.248801312316255,User0330,1659783600,60
1324,-5.818365325796934,-6.573788919419715,-2.346322580953376,User0331,1659524400,81
1325,-5.818365325796935,-6.5737889194197106,-2.346322580953375,User0331,1659610800,81
1326,-5.818365325796937,-6.573788919419715,-2.346322580953375,User0331,1659697200,81
1327,-5.8183653257969326,-6.57378891941971,-2.3463225809533763,User0331,1659783600,81
1328,-6.4949886394488265,-2.0630336941382446,-4.451365546950498,User0332,1659524400,104
1329,-6.494988639448827,-2.063033694138244,-4.451365546950499,User0332,1659610800,104
1330,-6.494988639448829,-2.063033694138247,-4.451365546950499,User0332,1659697200,104
1331,-6.494988639448826,-2.063033694138248,-4.451365546950499,User0332,1659783600,104
1332,0.6311161932530033,-4.248332393318804,-6.4403210720881585,User0333,1659524400,114
1333,0.6311161932530072,-4.248332393318804,-6.4403210720881585,User0333,1659610800,114
1334,0.6311161932530053,-4.248332393318804,-6.440321072088157,User0333,1659697200,114
1335,0.6311161932530065,-4.248332393318803,-6.4403210720881585,User0333,1659783600,114
1336,-11.742271435407186,-8.363742880606244,-3.2894787533115393,User0334,1659524400,83
1337,-11.742271435407183,-8.363742880606244,-3.2894787533115393,User0334,1659610800,83
1338,-11.742271435407186,-8.363742880606244,-3.2894787533115384,User0334,1659697200,83
1339,-11.742271435407186,-8.363742880606248,-3.2894787533115366,User0334,1659783600,83
1340,-1.6442774404827873,-4.800984923826873,-5.96499693699372,User0335,1659524400,105
1341,-1.6442774404827858,-4.8009849238268725,-5.96499693699372,User0335,1659610800,105
1342,-1.644277440482783,-4.800984923826874,-5.964996936993719,User0335,1659697200,105
1343,-1.6442774404827867,-4.8009849238268725,-5.96499693699372,User0335,1659783600,105
1344,-11.67490339760897,-6.380498861658623,-4.215752911147803,User0336,1659524400,83
1345,-11.67490339760897,-6.380498861658623,-4.215752911147803,User0336,1659610800,83
1346,-11.674903397608968,-6.3804988616586265,-4.215752911147803,User0336,1659697200,83
1347,-11.674903397608963,-6.380498861658623,-4.215752911147803,User0336,1659783600,83
1348,-10.593201141549171,-5.065294106047653,-3.496910359277474,User0337,1659524400,88
1349,-10.593201141549157,-5.065294106047651,-3.496910359277474,User0337,1659610800,88
1350,-10.593201141549166,-5.065294106047656,-3.4969103592774733,User0337,1659697200,88
1351,-10.593201141549162,-5.0652941060476495,-3.496910359277473,User0337,1659783600,88
1352,-11.818523107189947,-4.540179888538981,-4.072785230428425,User0338,1659524400,85
1353,-11.818523107189941,-4.540179888538981,-4.072785230428426,User0338,1659610800,85
1354,-11.81852310718994,-4.540179888538978,-4.072785230428427,User0338,1659697200,85
1355,-11.818523107189941,-4.540179888538981,-4.072785230428425,User0338,1659783600,85
1356,-5.520712436187153,-12.474158620442292,9.412022471194845,User0339,1659524400,58
1357,-5.520712436187155,-12.474158620442289,9.412022471194843,User0339,1659610800,58
1358,-5.520712436187158,-12.474158620442292,9.412022471194849,User0339,1659697200,58
1359,-5.520712436187159,-12.474158620442294,9.412022471194847,User0339,1659783600,58
1360,41.043339596620534,-7.433299794500963,4.529976044861645,User0340,1659524400,8
1361,41.04333959662053,-7.433299794500961,4.529976044861641,User0340,1659610800,8
1362,41.04333959662053,-7.433299794500967,4.529976044861644,User0340,1659697200,8
1363,41.043339596620534,-7.433299794500961,4.52997604486164,User0340,1659783600,8
1364,33.36097851517273,-4.957563721642126,-3.484322189367499,User0341,1659524400,171
1365,33.36097851517274,-4.957563721642121,-3.484322189367507,User0341,1659610800,171
1366,33.36097851517274,-4.957563721642119,-3.484322189367508,User0341,1659697200,171
1367,33.36097851517274,-4.95756372164212,-3.484322189367506,User0341,1659783600,171
1368,-10.798820939265434,-6.4913731669571,-3.6198581373477214,User0342,1659524400,80
1369,-10.798820939265434,-6.4913731669571,-3.619858137347719,User0342,1659610800,80
1370,-10.798820939265434,-6.491373166957101,-3.6198581373477214,User0342,1659697200,80
1371,-10.798820939265434,-6.491373166957101,-3.6198581373477223,User0342,1659783600,80
1372,-10.80529641224789,-6.483564093151579,-3.608356127909166,User0343,1659524400,80
1373,-10.805296412247884,-6.4835640931515774,-3.608356127909166,User0343,1659610800,80
1374,-10.805296412247884,-6.4835640931515774,-3.608356127909165,User0343,1659697200,80
1375,-10.805296412247891,-6.48356409315158,-3.608356127909164,User0343,1659783600,80
1376,-9.842908738337336,-7.029340571520699,-3.2245215861441547,User0344,1659524400,80
1377,-9.84290873833733,-7.029340571520698,-3.2245215861441547,User0344,1659610800,80
1378,-9.84290873833733,-7.029340571520698,-3.2245215861441543,User0344,1659697200,80
1379,-9.842908738337327,-7.029340571520694,-3.2245215861441543,User0344,1659783600,80
1380,-10.55279652633962,-5.667968632352449,-3.353740507827818,User0345,1659524400,87
1381,-10.552796526339613,-5.667968632352445,-3.35374050782782,User0345,1659610800,87
1382,-10.552796526339616,-5.667968632352452,-3.3537405078278195,User0345,1659697200,87
1383,-10.55279652633962,-5.667968632352449,-3.35374050782782,User0345,1659783600,87
1384,-4.082331645347931,-2.8064742328107846,-4.994775179011329,User0346,1659524400,112
1385,-4.0823316453479315,-2.8064742328107837,-4.994775179011329,User0346,1659610800,112
1386,-4.082331645347928,-2.8064742328107832,-4.994775179011329,User0346,1659697200,112
1387,-4.08233164534793,-2.8064742328107837,-4.994775179011329,User0346,1659783600,112
1388,-4.491459902889678,-12.407881272049357,9.28741248476478,User0347,1659524400,59
1389,-4.4914599028896705,-12.407881272049352,9.287412484764777,User0347,1659610800,59
1390,-4.491459902889669,-12.407881272049352,9.28741248476478,User0347,1659697200,59
1391,-4.491459902889672,-12.407881272049353,9.28741248476478,User0347,1659783600,59
1392,-0.46747815826315553,-6.486622275197947,-3.010438110947629,User0348,1659524400,101
1393,-0.4674781582631529,-6.486622275197946,-3.01043811094763,User0348,1659610800,101
1394,-0.46747815826315126,-6.486622275197944,-3.0104381109476286,User0348,1659697200,101
1395,-0.4674781582631523,-6.486622275197946,-3.0104381109476273,User0348,1659783600,101
1396,-5.706549722039568,-7.025111503897539,-3.3163996099420583,User0349,1659524400,88
1397,-5.706549722039565,-7.025111503897539,-3.3163996099420587,User0349,1659610800,88
1398,-5.706549722039566,-7.025111503897538,-3.316399609942058,User0349,1659697200,88
1399,-5.7065497220395685,-7.0251115038975405,-3.3163996099420565,User0349,1659783600,88
1400,-7.807642696312762,-5.258593178925416,-4.3895365715540855,User0350,1659524400,94
1401,-7.807642696312763,-5.258593178925414,-4.389536571554087,User0350,1659610800,94
1402,-7.807642696312763,-5.258593178925416,-4.3895365715540855,User0350,1659697200,94
1403,-7.807642696312764,-5.258593178925416,-4.389536571554085,User0350,1659783600,94
1404,-11.548557609738376,-8.262989527055081,-3.235966026675041,User0351,1659524400,83
1405,-11.548557609738376,-8.262989527055081,-3.2359660266750407,User0351,1659610800,83
1406,-11.548557609738376,-8.26298952705508,-3.2359660266750456,User0351,1659697200,83
1407,-11.548557609738376,-8.262989527055085,-3.235966026675043,User0351,1659783600,83
1408,-1.9366926921112813,-11.705005373074142,8.089007852370026,User0352,1659524400,60
1409,-1.9366926921112793,-11.70500537307414,8.089007852370026,User0352,1659610800,60
1410,-1.9366926921112808,-11.705005373074144,8.089007852370026,User0352,1659697200,60
1411,-1.9366926921112888,-11.70500537307415,8.089007852370026,User0352,1659783600,60
1412,-2.865091515897848,-4.792469287887151,-6.5548417484676005,User0353,1659524400,106
1413,-2.865091515897856,-4.792469287887151,-6.554841748467602,User0353,1659610800,106
1414,-2.865091515897849,-4.79246928788715,-6.5548417484676005,User0353,1659697200,106
1415,-2.865091515897853,-4.792469287887149,-6.5548417484676,User0353,1659783600,106
1416,3.4287968638154998,-2.9302244175903547,-5.518992220430154,User0354,1659524400,120
